"Name","csuoee__Online_Account__r.hed__School_Code__c","csuoee__PE_Confirmation_Sent__c","csuoee__PE_Notification_Sent__c","csuoee__Registration_Id__c"
"Reg#486794","learn.colostate.edu.1134490","false","false","486794.0"
